Time,OrderType,Price,Volume
263,8,582.521949555025,21.0
270,1,582.2437452083301,80.0
271,1,582.2123475117652,37.0
272,1,582.3549840005841,8.0
273,7,582.2483038614612,537.0
274,7,582.3024937725861,111.0
276,1,582.3935877616273,64.0
277,1,582.0497922034898,161.0
278,1,582.213210591826,5.0
280,8,582.4485145693641,27.0
282,7,582.5556962532191,175.0
284,2,582.4837423445846,1.0
287,8,582.4438242189283,60.0
288,1,582.6318452078506,25.0
290,1,582.5647943721721,27.0
292,8,582.6172829909675,29.0
297,1,582.6521949624254,38.0
305,8,583.2488702756028,9.0
313,1,583.5267493106867,47.0
318,1,583.8389870290437,318.0
320,1,583.6150427771383,21.0
321,7,583.8435590631511,218.0
324,1,583.8844897066307,117.0
325,7,583.4541523045772,3.0
327,1,583.5368809189321,15.0
329,1,583.885039517144,69.0
330,7,584.3912207357353,16.0
331,1,584.4694263118656,74.0
335,1,584.5007855993223,52.0
336,1,584.7910386964957,2.0
338,1,584.820414796592,21.0
341,8,585.2700530558584,183.0
343,7,585.2838265339104,97.0
344,1,585.293228674491,106.0
345,1,585.3319788150698,21.0
347,1,585.2847724418342,130.0
355,1,585.1269721692249,187.0
356,1,585.0834696717144,204.0
362,1,585.1253241131938,48.0
363,7,585.4003039275588,15.0
368,7,585.4350020911637,132.0
370,2,585.3235616136795,1.0
374,1,585.3198313722909,54.0
375,1,585.8634696315755,63.0
376,1,585.8269921085571,26.0
377,1,586.4961119886119,63.0
379,7,586.5280785539162,76.0
382,1,586.5127562630595,32.0
383,1,586.2098954898387,8.0
386,1,586.0063223852368,102.0
387,7,585.8246653889674,11.0
392,8,585.6027104961887,2.0
393,1,585.7551638281973,98.0
396,7,585.5372134311501,85.0
397,8,585.7851846764233,3.0
399,1,585.6412097012229,229.0
402,8,585.4334391554224,51.0
409,1,584.7326525500035,43.0
410,1,584.6870531436873,64.0
411,1,584.8328672689022,114.0
412,7,584.8545631154918,16.0
413,7,585.3376728232698,67.0
415,1,585.41106640077,11.0
416,1,584.9736578919118,35.0
417,1,585.0068006962695,178.0
419,8,584.6727156709612,33.0
421,7,585.3605963275477,302.0
423,2,585.128053891539,1.0
426,8,585.0053235195526,22.0
427,1,584.8841008057939,187.0
429,1,584.7962626918943,54.0
431,8,584.9243085205877,29.0
436,1,584.7424328613557,65.0
444,8,583.92426083201,106.0
452,1,583.9651971331272,215.0
457,1,583.6708661131588,56.0
459,1,583.9452992248779,45.0
460,7,583.7499593262871,122.0
463,1,583.4492306689408,42.0
464,7,583.4160809992054,22.0
466,1,583.5754576126125,228.0
468,1,584.1982472326356,36.0
469,7,584.3242593175987,15.0
470,1,584.2970077420343,178.0
474,1,584.3702708339415,267.0
475,1,584.2632215195121,64.0
477,1,584.8241015098071,2.0
480,8,584.5697676010789,5.0
482,7,584.8985574627937,7.0
483,1,584.7253038730063,91.0
484,1,584.999086456214,21.0
486,1,585.3862580602595,219.0
494,1,585.8703146227174,79.0
495,1,586.2895609362253,41.0
501,1,586.0934368411599,64.0
502,7,586.5409278916209,111.0
507,7,586.4602469145194,100.0
509,2,586.7692934819888,1.0
513,1,586.5431582607167,110.0
514,1,586.2409906397322,150.0
515,1,586.3871922988174,27.0
516,1,586.6699418319955,34.0
518,7,586.570366910431,1.0
521,1,586.6023375229485,92.0
522,1,586.6924905221814,217.0
525,1,586.5181599121488,52.0
526,7,586.6644306940148,3.0
531,8,586.6959338040049,61.0
532,1,587.081522570043,144.0
535,7,586.8310595502813,1.0
536,8,586.6124886652354,9.0
538,1,586.5195955378662,73.0
541,8,586.4370477494074,4.0
548,1,586.4916275073683,42.0
549,1,585.9923888248476,66.0
550,1,585.9885385911202,57.0
551,7,585.8077062474044,9.0
552,7,585.7663206927682,9.0
554,1,585.997241431876,14.0
555,1,585.4031410975134,88.0
556,1,585.2258080422201,54.0
558,8,585.5342040982555,273.0
560,7,585.107243701497,238.0
562,2,584.7776705335543,1.0
565,8,584.751841654749,16.0
566,1,584.7201397160326,137.0
568,1,585.091980654073,60.0
570,8,585.2769684952991,82.0
575,1,585.3116499184756,75.0
583,8,585.5487637633904,2.0
591,1,585.0874846395262,82.0
596,1,585.057841574482,2.0
598,1,585.5219518097946,17.0
599,7,585.3186176073876,38.0
602,1,585.4040066666244,43.0
603,7,585.5070343228722,10.0
605,1,585.8201567124968,200.0
607,1,586.2674391095176,91.0
608,7,586.2829490900199,20.0
609,1,586.1604647863637,178.0
613,1,586.1566134483018,47.0
614,1,586.8758734368345,72.0
616,1,586.5511837393091,135.0
619,8,586.8639236599282,45.0
621,7,587.3483218267935,185.0
622,1,586.9672642090253,14.0
623,1,586.9368968951446,27.0
625,1,586.7121564564333,43.0
633,1,586.8527040446767,130.0
634,1,586.7420557959904,30.0
640,1,586.9245495126407,102.0
641,7,587.3270687666563,30.0
646,7,587.4853875670484,53.0
648,2,587.9370747864523,1.0
652,1,587.740872568157,29.0
653,1,588.0602942263221,50.0
654,1,588.0528267699383,88.0
655,1,587.9851520731597,61.0
657,7,587.5881656961601,45.0
660,1,587.7499421571275,37.0
661,1,587.3167558204052,32.0
664,1,587.7896206100722,22.0
665,7,587.9080892056751,19.0
670,8,588.3180768040701,19.0
671,1,588.045178444394,70.0
674,7,588.3759230425901,122.0
675,8,588.5393134258866,9.0
677,1,588.715749779553,20.0
680,8,588.7469907043029,25.0
687,1,588.8070962480862,88.0
688,1,589.231811630745,67.0
689,1,589.2196171713323,140.0
690,7,589.0527977795185,87.0
691,7,589.0661015364617,39.0
693,1,589.7685137720575,9.0
694,1,589.7841163751347,223.0
695,1,589.1861768014193,59.0
697,8,589.1816829265044,3.0
699,7,589.1504535703763,54.0
701,2,589.125652899966,1.0
704,8,589.6204522850588,29.0
705,1,589.7197419400767,106.0
707,1,589.3535939871139,19.0
709,8,589.0597454050269,61.0
714,1,588.9869323953214,35.0
722,8,589.0041326731408,27.0
730,1,589.3080783640509,147.0
735,1,589.6031462599216,2.0
737,1,589.7161232737385,3.0
738,7,589.9176727463534,60.0
741,1,589.9493243555611,21.0
742,7,589.9006480907794,46.0
744,1,589.6851114159682,156.0
746,1,589.4335376429303,41.0
747,7,589.2078412306894,149.0
748,1,589.0101340104229,61.0
752,1,589.0319848232319,31.0
753,1,589.1378237902131,16.0
755,1,589.378217738298,30.0
758,8,589.525634318629,1.0
760,7,589.3743682105785,3.0
761,1,589.0854978014834,189.0
762,1,589.4660877436518,77.0
764,1,589.1264012195861,25.0
772,1,589.0923287019015,72.0
773,1,589.4963346425156,135.0
779,1,589.3404203345212,215.0
780,7,589.1354193480861,3.0
785,7,589.012120598983,73.0
787,2,589.0012612866636,1.0
791,1,588.6035888693552,127.0
792,1,588.8958793484887,9.0
793,1,588.5917879890742,21.0
794,1,588.1025070000084,1.0
796,7,588.2114133878634,19.0
799,1,587.9028554182602,84.0
800,1,588.0606980702979,147.0
803,1,588.7323692446519,64.0
804,7,588.7024360344458,5.0
809,8,588.6372683130037,7.0
810,1,588.2553391942472,46.0
813,7,588.5119178440858,27.0
814,8,588.1983161376578,3.0
816,1,587.8249388518768,76.0
819,8,587.7214570910417,26.0
826,1,588.0133095186154,95.0
827,1,588.1739419950958,19.0
828,1,588.1487475181162,41.0
829,7,588.191474869097,211.0
830,7,588.370846986383,33.0
832,1,588.1081494826993,68.0
833,1,588.2026976532651,144.0
834,1,588.2447752313595,59.0
836,8,588.3219596596438,223.0
838,7,588.076224565659,22.0
840,2,588.2861347731892,1.0
843,8,588.3633202871654,7.0
844,1,588.4887706129855,74.0
846,1,587.9974244786721,68.0
848,8,588.0675898706828,56.0
853,1,588.0770367303093,74.0
861,8,587.7824938108128,7.0
869,1,587.4741608394852,149.0
874,1,587.3041016258069,76.0
876,1,587.0112966819104,11.0
877,7,587.043335692012,149.0
880,1,587.5090209649987,91.0
881,7,587.8854498704502,10.0
883,1,588.0369896270086,150.0
885,1,588.4611495202205,50.0
886,7,588.1814011946252,173.0
887,1,588.0066281676366,98.0
891,1,587.8363786823974,17.0
892,1,587.6699509119702,68.0
894,1,587.6624884123429,22.0
897,8,587.692697873779,12.0
899,7,587.7242301035573,5.0
900,1,587.343930536381,13.0
901,1,586.8418305515149,82.0
903,1,587.2986097402171,3.0
911,1,587.2712194476065,159.0
912,1,587.0566435079771,98.0
918,1,587.0977994063419,13.0
919,7,586.8583403239685,1.0
924,7,587.0124531849914,413.0
926,2,586.7132913643094,1.0
930,1,587.1158330129856,130.0
931,1,586.653319395301,187.0
932,1,587.0263896998307,59.0
933,1,586.9267542787144,156.0
935,7,587.0731269592452,34.0
938,1,587.07965614829,27.0
939,1,587.2202917715175,60.0
942,1,587.6937894041916,29.0
943,7,587.7724369433021,2.0
948,8,587.4753949118132,7.0
949,1,587.6761785623626,91.0
952,7,587.2951131920603,9.0
953,8,586.7189758503594,81.0
955,1,586.4107620270331,148.0
958,8,586.2041761420026,12.0
965,1,586.3840648972879,128.0
966,1,586.8827277341576,64.0
967,1,586.6461754378837,144.0
968,7,586.0942225648888,39.0
969,7,585.695954133744,15.0
971,1,585.5301323586215,91.0
972,1,586.01380010951,12.0
973,1,585.8215051387089,135.0
975,8,585.8224681816992,83.0
977,7,585.5439742578377,32.0
979,2,585.6419566906724,1.0
982,8,585.9716146850789,266.0
983,1,585.9991297637713,63.0
985,1,586.0549410433656,448.0
987,8,585.5976085850381,30.0
992,1,585.1600606952503,45.0
1000,8,585.268644267312,11.0
1008,1,585.306653509046,68.0
1013,1,585.2851794093523,51.0
1015,1,585.4285687127663,37.0
1016,7,586.0972335215827,16.0
1019,1,586.5698255904844,47.0
1020,7,586.4472813535341,27.0
1022,1,586.9313356233538,99.0
1024,1,586.7313608661507,281.0
1025,7,586.746883119921,334.0
1026,1,586.4679497387881,189.0
1030,1,585.9804342410201,30.0
1031,1,586.015596617878,12.0
1033,1,586.3340806340811,125.0
1036,8,585.9143810152855,28.0
1038,7,585.7976342027456,413.0
1039,1,585.8183581352769,13.0
1040,1,585.8030543849524,108.0
1042,1,585.3377334312624,36.0
1050,1,585.6166076697796,37.0
1051,1,585.5436673006188,155.0
1057,1,585.8163194297363,231.0
1058,7,585.8543642392694,19.0
1063,7,586.183876619278,77.0
1065,2,586.5105688912893,1.0
1069,1,586.2712120907622,18.0
1070,1,585.8548315408739,92.0
1071,1,585.8973922453158,126.0
1072,1,586.5226598255903,55.0
1074,7,586.6919105560879,113.0
1077,1,587.2551220350564,37.0
1078,1,587.3032320898667,178.0
1081,1,587.4819808571677,156.0
1082,7,587.0317686834409,87.0
1087,8,586.8422662850295,19.0
1088,1,586.9820529026549,171.0
1091,7,586.648997254328,3.0
1092,8,586.3646487765899,155.0
1094,1,586.8297956659817,331.0
1097,8,586.6285104142798,57.0
1104,1,586.786640912572,87.0
1105,1,586.3701614398979,187.0
1106,1,586.584095536802,42.0
1107,7,586.550767754337,6.0
1108,7,586.9662762390273,19.0
1110,1,586.6785861094802,2.0
1111,1,586.840112142384,9.0
1112,1,586.7175114380572,22.0
1114,8,587.1188816731519,3.0
1116,7,587.307570354237,21.0
1118,2,587.332326467945,1.0
1121,8,587.0381565423271,13.0
1122,1,586.88289239128,70.0
1124,1,586.6645223839533,156.0
1126,8,586.6049025587902,25.0
1131,1,586.6429985814664,21.0
1139,8,586.5861260048794,28.0
1147,1,586.4401395961382,47.0
1152,1,587.1431530148627,65.0
1154,1,587.2888910098035,142.0
1155,7,587.3469207149102,31.0
1158,1,587.603103140913,232.0
1159,7,587.6410681648357,40.0
1161,1,588.126989232333,281.0
1163,1,587.746429051225,315.0
1164,7,587.7619781591011,307.0
1165,1,587.7302828899041,41.0
1169,1,588.036404893801,12.0
1170,1,587.9885807653907,7.0
1172,1,587.8495737317296,91.0
1175,8,588.1633793473947,3.0
1177,7,587.7154030752828,211.0
1178,1,588.1816214807725,22.0
1179,1,588.2810330667571,22.0
1181,1,588.1591315721654,25.0
1189,1,588.339045439239,100.0
1190,1,588.4799827506548,51.0
1196,1,588.5927445491018,149.0
1197,7,588.4097282307943,1.0
1202,7,588.2092497669652,121.0
1204,2,588.318399153175,1.0
1208,1,588.162796394186,189.0
1209,1,588.0182370467668,160.0
1210,1,587.6166218064234,68.0
1211,1,587.4234428497999,17.0
1213,7,587.0232193196247,95.0
1216,1,587.1150518075145,43.0
1217,1,587.2864641071188,104.0
1220,1,587.7858943470898,126.0
1221,7,587.8692371639753,2.0
1226,8,587.5269466337868,26.0
1227,1,587.8430233484281,47.0
1230,7,587.8495610999481,2.0
1231,8,587.8042678873746,4.0
1233,1,587.5931030913918,110.0
1236,8,587.5816847074153,29.0
1243,1,587.3418907811682,59.0
1244,1,587.5245710638143,81.0
1245,1,587.5113795683166,128.0
1246,7,587.6910952924699,3.0
1247,7,587.7457917647681,3.0
1249,1,587.79394201701,63.0
1250,1,588.5152111356975,95.0
1251,1,588.5447743140065,80.0
1253,8,588.7834121372765,51.0
1255,7,588.7989886790272,71.0
1257,2,588.5710777450589,1.0
1260,8,588.8859564569159,66.0
1261,1,588.988554902,131.0
1263,1,588.9055675643662,8.0
1265,8,588.6059386016302,63.0
1270,1,588.5058419749275,213.0
1278,8,588.1443814808263,84.0
1286,1,588.1825774822508,62.0
1291,1,588.0572705362438,37.0
1293,1,587.9109179969425,97.0
1294,7,587.8979418472017,31.0
1297,1,587.7807997987501,16.0
1298,7,587.8233133423203,331.0
1300,1,587.9756634404619,5.0
1302,1,587.8014983769666,80.0
1303,7,588.0578790755817,53.0
1304,1,588.1240988313166,205.0
1308,1,587.9424854627329,19.0
1309,1,587.7944355926455,52.0
1311,1,587.6163781552484,25.0
1314,8,587.251454347204,103.0
1316,7,587.2388960768976,29.0
1317,1,587.5763579597595,67.0
1318,1,587.7347439580863,331.0
1320,1,587.7272806356874,35.0
1328,1,587.6195108868764,16.0
1329,1,587.01484784794,54.0
1335,1,587.0747765561896,150.0
1336,7,586.8927776535054,19.0
1341,7,586.7216581367289,53.0
1343,2,586.7308767452773,1.0
1347,1,586.4383575870215,62.0
1348,1,586.0061379207733,160.0
1349,1,586.2307655929458,29.0
1350,1,586.7079640417201,123.0
1352,7,587.0236001615451,8.0
1355,1,587.1812067474024,63.0
1356,1,587.6805474761865,206.0
1359,1,587.9950078389436,51.0
1360,7,587.8154359371746,32.0
1365,8,587.8792711791444,111.0
1366,1,587.2743408457347,135.0
1369,7,587.0531027189118,92.0
1370,8,587.0806157018087,2.0
1372,1,586.6142799428085,91.0
1375,8,586.0779408697923,113.0
1382,1,586.2380446455546,11.0
1383,1,586.1705787987711,22.0
1384,1,586.4016589044681,128.0
1385,7,586.5048621416321,43.0
1386,7,586.5472833980244,43.0
1388,1,586.3729959350355,51.0
1389,1,586.4210337228984,102.0
1390,1,586.4080904573256,54.0
1392,8,586.6544226843836,28.0
1394,7,586.7445836884151,4.0
1396,2,586.8913415383863,1.0
1399,8,586.7981183895258,115.0
1400,1,587.1138030104286,91.0
1402,1,587.2404439833833,29.0
1404,8,587.2337737768046,8.0
1409,1,586.8372947033424,217.0
1417,8,586.9274534963047,70.0
1425,1,586.2882118698194,36.0
1430,1,586.1981409861866,102.0
1432,1,585.8891545284708,31.0
1433,7,585.5092479136193,162.0
1436,1,585.3634592841269,27.0
1437,7,585.1137292312568,35.0
1439,1,585.1632299921074,47.0
1441,1,585.0407625730562,22.0
1442,7,585.2959391247339,9.0
1443,1,585.4558292745886,102.0
1447,1,585.6319269065979,130.0
1448,1,585.6917144315947,43.0
1450,1,586.030223807957,135.0
1453,8,585.9706684434332,55.0
1455,7,585.7565676964311,196.0
1456,1,586.1790826871292,187.0
1457,1,586.0795910786122,30.0
1459,1,585.8760632248219,82.0
1467,1,586.1070272266195,24.0
1468,1,586.1668632549014,104.0
1474,1,585.7865370241672,21.0
1475,7,585.6130204047573,63.0
1480,7,585.5977220186165,251.0
1482,2,585.7482276419856,1.0
1486,1,585.7576372428177,189.0
1487,1,585.8492717461187,18.0
1488,1,585.8219490473881,23.0
1489,1,585.9240136668775,62.0
1491,7,585.9515265104006,412.0
1494,1,586.3747773638968,42.0
1495,1,586.9624216667795,48.0
1498,1,586.5969619753525,27.0
1499,7,586.5666992021554,14.0
1504,8,586.5577135424901,3.0
1505,1,586.719632037682,150.0
1508,7,586.3391869184106,4.0
1509,8,586.7761456192483,180.0
1511,1,586.8520456505629,133.0
1514,8,587.3449354609098,7.0
1521,1,587.0116739117635,52.0
1522,1,586.8324023172098,398.0
1523,1,586.7327998213842,67.0
1524,7,586.6068509713374,111.0
1525,7,586.648814389188,23.0
1527,1,586.4227255993952,159.0
1528,1,586.509737101777,86.0
1529,1,586.3073199454411,43.0
1531,8,586.744254897992,81.0
1533,7,586.7144227704642,123.0
1535,2,586.4218900651748,1.0
1538,8,586.7386929196449,113.0
1539,1,586.9699969872327,331.0
1541,1,587.1998269160059,150.0
1543,8,587.1302042782702,12.0
1548,1,587.1577737600823,114.0
1556,8,587.2158287369782,26.0
1564,1,587.0907277479945,7.0
1569,1,587.3723953619863,66.0
1571,1,587.5246285927002,31.0
1572,7,587.799030538061,3.0
1575,1,587.6510167913759,2.0
1576,7,587.6786107286341,6.0
1578,1,587.6446219448766,25.0
1580,1,588.117750708531,65.0
1581,7,587.8989212296074,27.0
1582,1,587.8058243889753,239.0
1586,1,587.9848964809291,16.0
1587,1,588.3722381936748,16.0
1589,1,588.3748787143161,52.0
1592,8,588.8038028608463,11.0
1594,7,588.7871495068496,107.0
1595,1,589.2611981507049,188.0
1596,1,589.1386206089429,56.0
1598,1,589.09089133873,52.0
1606,1,589.2442527689809,51.0
1607,1,588.8773723438584,21.0
1613,1,588.7541276007984,68.0
1614,7,588.9342234730992,146.0
1619,7,588.7123600349053,38.0
1621,2,588.7272071485363,1.0
1625,1,588.5478665857685,187.0
1626,1,588.53249153055,3.0
1627,1,588.9576066946559,52.0
1628,1,588.8183705724982,91.0
1630,7,588.7849158458612,95.0
1633,1,588.6769521617256,85.0
1634,1,588.2170457903264,62.0
1637,1,588.3756044912819,61.0
1638,7,588.6921377653865,18.0
1643,8,588.0645997817469,6.0
1644,1,588.3980818786874,126.0
1647,7,588.2665517211843,5.0
1648,8,588.2642696209151,7.0
1650,1,588.0426585678928,60.0
1653,8,587.6814976936646,119.0
1660,1,587.668930226956,25.0
1661,1,588.1427896135572,62.0
1662,1,588.6005814277981,7.0
1663,7,588.7945860507416,27.0
1664,7,588.7729839835787,10.0
1666,1,588.602512610223,131.0
1667,1,589.0606622583581,32.0
1668,1,589.097375853258,91.0
1670,8,588.7067302793492,19.0
1672,7,588.9835311773561,80.0
1674,2,589.690845174586,1.0
1677,8,589.8424027795953,66.0
1678,1,590.2927562212732,212.0
1680,1,590.1149954099942,282.0
1682,8,590.3474430228595,57.0
1687,1,590.2539584461134,91.0
1695,8,589.9832806071943,27.0
1703,1,590.0350732015461,160.0
1708,1,590.6204496725218,72.0
1710,1,590.7758726864523,47.0
1711,7,591.2782703303576,3.0
1714,1,591.2440733578901,59.0
1715,7,591.1552801009243,47.0
1717,1,590.5990847843959,21.0
1719,1,590.2240629567133,76.0
1720,7,589.8255649478009,122.0
1721,1,589.8411690601937,8.0
1725,1,589.7677025087777,74.0
1726,1,590.2477800640552,8.0
1728,1,590.7282484078722,162.0
1731,8,590.6255784005814,8.0
1733,7,590.9021236355695,245.0
1734,1,590.9318067168454,448.0
1735,1,590.9344587244215,27.0
1737,1,591.4154860324054,88.0
1745,1,591.2417649607378,29.0
1746,1,591.2799650785228,50.0
1752,1,591.1106038319895,62.0
1753,7,591.6230490318482,52.0
1758,7,591.6296288232796,1.0
1760,2,591.8152637409903,1.0
1764,1,591.6317952410755,100.0
1765,1,591.7793413038941,74.0
1766,1,591.5048373953803,76.0
1767,1,591.6516580277203,62.0
1769,7,591.737970980965,25.0
1772,1,591.910732973792,78.0
1773,1,591.8627791199319,79.0
1776,1,592.3521911250187,42.0
1777,7,592.7794636377408,4.0
1782,8,592.5936956213725,87.0
1783,1,592.5898020140885,92.0
1786,7,592.8672669462597,33.0
1787,8,593.0280445126118,155.0
1789,1,592.9273904364313,135.0
1792,8,592.6785277756002,11.0
1799,1,592.826334881293,70.0
1800,1,592.6314432315653,36.0
1801,1,592.7225228243823,35.0
1802,7,592.5440303129799,19.0
1803,7,592.5134607281353,290.0
1805,1,592.4517374147229,30.0
1806,1,592.1121282680883,62.0
1807,1,592.5183740372271,61.0
1809,8,592.1724284447195,121.0
1811,7,592.138179758022,21.0
1813,2,592.2581866093068,1.0
1816,8,591.9865896742255,117.0
1817,1,591.9743382032455,12.0
1819,1,591.5475743183107,43.0
1821,8,591.4426965946546,48.0
1826,1,591.2737983540414,17.0
1834,8,590.8453969255883,11.0
1842,1,590.9403851542256,60.0
1847,1,590.9966670450754,14.0
1849,1,591.1382409928775,32.0
1850,7,590.8640344663925,15.0
1853,1,590.896283758486,7.0
1854,7,590.9354048570077,27.0
1856,1,591.256562659192,70.0
1858,1,591.1259914845735,51.0
1859,7,590.7853484221357,59.0
1860,1,590.6917945008005,20.0
1864,1,590.7530340543655,34.0
1865,1,590.9151970648878,65.0
1867,1,590.783104232952,97.0
1870,8,591.3730473044495,29.0
1872,7,591.6314483420965,5.0
1873,1,591.4259924948893,91.0
1874,1,591.4779117399346,7.0
1876,1,591.5044339078485,22.0
1884,1,591.7756063546192,74.0
1885,1,591.8147856698989,2.0
1891,1,592.1364213923547,102.0
1892,7,591.9672861503767,59.0
1897,7,591.9950827638194,224.0
1899,2,591.7835267384127,1.0
1903,1,591.4592347667178,430.0
1904,1,591.2538387241173,140.0
1905,1,591.2463307146567,110.0
1906,1,591.2057706668743,61.0
1908,7,591.3506104588467,14.0
1911,1,591.0150760758431,267.0
1912,1,591.2867860782005,32.0
1915,1,591.0883812731802,64.0
1916,7,591.197840593182,149.0
1921,8,590.9878205322229,11.0
1922,1,591.1505329959215,56.0
1925,7,591.2921438024935,146.0
1926,8,591.8539607208303,213.0
1928,1,592.1092327173376,72.0
1931,8,591.9325734562076,10.0
1938,1,591.9020354166682,43.0
1939,1,591.6961433771158,86.0
1940,1,591.6345052052882,101.0
1941,7,591.6774857867531,5.0
1942,7,591.7294271095258,48.0
1944,1,591.7724145867999,15.0
1945,1,592.0540156778417,62.0
1946,1,592.5477759855031,51.0
1948,8,592.8174113463838,62.0
1950,7,592.9310042627335,181.0
1952,2,592.8546270708395,1.0
1955,8,593.0447542819621,6.0
1956,1,593.5955673598992,56.0
1958,1,593.7687604765255,81.0
1960,8,593.4363254549979,38.0
1965,1,593.2155170170324,87.0
1973,8,592.8833917415097,44.0
1981,1,592.68848133434,16.0
1986,1,592.4531165794059,32.0
1988,1,592.4069151055043,199.0
1989,7,592.5611398153527,69.0
1992,1,592.7524268148404,81.0
1993,7,592.5291249821919,9.0
1995,1,592.9488684935657,104.0
1997,1,593.2915722517762,200.0
1998,7,593.719522354183,93.0
1999,1,593.6261867485446,161.0
2003,1,593.4276084240436,35.0
2004,1,593.5230117861447,98.0
2006,1,593.3238566211704,27.0
2009,8,593.2393531441799,26.0
2011,7,593.536389438279,59.0
2012,1,593.7209963888221,22.0
2013,1,593.7696361513485,54.0
2015,1,593.4786114869675,25.0
2023,1,593.856022197858,232.0
2024,1,593.5500872314236,102.0
2030,1,593.366921441791,85.0
2031,7,593.8252154331948,6.0
2036,7,593.8278804259271,97.0
2038,2,593.651863426278,1.0
2042,1,593.7360379854554,27.0
2043,1,593.8841088218487,1.0
2044,1,593.8718180807211,81.0
2045,1,594.6005452284877,102.0
2047,7,594.8284673059271,5.0
2050,1,594.8716799197483,16.0
2051,1,594.5801151100005,34.0
2054,1,594.8753734298871,37.0
2055,7,594.9241077631387,75.0
2060,8,595.0236598275325,32.0
2061,1,595.2802989440947,123.0
2064,7,595.6715295333855,47.0
2065,8,595.3881324953522,7.0
2067,1,595.3398969187607,68.0
2070,8,595.4902802018302,78.0
2077,1,595.6716933246497,54.0
2078,1,595.5703951160965,14.0
2079,1,595.6041382989224,233.0
2080,7,595.4222425916631,25.0
2081,7,595.7022010208192,217.0
2083,1,595.5029282332958,123.0
2084,1,595.8232958525066,31.0
2085,1,596.2138414165189,67.0
2087,8,596.1289641056964,32.0
2089,7,596.03747892752,58.0
2091,2,596.0212070963555,1.0
2094,8,595.476267307738,5.0
2095,1,595.071623498545,41.0
2097,1,594.7203439081932,228.0
2099,8,594.7872404596028,203.0
2104,1,594.8438887296946,49.0
2112,8,595.2886199897152,2.0
2120,1,595.5683760479006,21.0
2125,1,595.4670954091853,43.0
2127,1,595.4828487709166,34.0
